Sl. No.,State/UT,District,Murder with Rape/Gang Rape - Col. ( 3),Dowry Deaths (Sec. 304B IPC) - Col. ( 4),Abetment to Suicide of Women (Sec. 305/306 IPC) - Col. ( 5),Miscarriage (Sec. 313 & 314 IPC) - Col. ( 6),Acid Attack (Sec. 326A IPC) - Col. ( 7),Attempt to Acid Attack (Sec. 326B IPC) - Col. ( 8),Cruelty by Husband or his relatives (Sec. 498 A IPC) - Col. ( 9),"Kidnapping & Abduction of Women - Kidnapping & Abduction of Women (Total) (Col.11 to Col.14,Col.17 to Col.19) Col.25=Col. 28+Col.31+Col.34+Col.37+Col.40+Col.43+Col.52) - Col. ( 10)",Kidnapping & Abduction of Women - Kidnapping & Abduction (Sec. 336 IPC) - Col. ( 11),Kidnapping & Abduction of Women - Kidnapping & Abduction in order to Murder (Sec. 364 IPC) - Col. ( 12),Kidnapping & Abduction of Women - Kidnapping for Ransom (Sec. 364A IPC) - Col. ( 13),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - K&A of Women to compel her for marriage (Total) (Col.15+Col.16) - Col. ( 14),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Women (Above 18 yrs) - Col. ( 15),Kidnapping & Abduction of Women - Kidnapping & Abduction of Women to compel her for marriage (Sec. 366 IPC) - Girls (Below 18 yrs) - Col. ( 16),Kidnapping & Abduction of Women - Procuration of Minor Girls (Sec. 366A IPC) - Col. ( 17),Kidnapping & Abduction of Women - Importation of Girls from Foreign Country (Sec. 366B IPC) - Col. ( 18),"Kidnapping & Abduction of Women - Kidnapping and Abduction of Women - Others (Secs.363A, 365, 367, 368, 369 IPC) - Col. ( 19)",Human Trafficking (Sec. 370 & 370A IPC) - Col. ( 20,Selling of Minor Girls (Sec. 372 IPC) - Col. ( 21),Buying of Minor Girls (Sec. 373 IPC) - Col. ( 22),Rape (Sec. 376 IPC) - Rape (Col.24+Col.25) - Col. ( 23),Rape (Sec. 376 IPC) - Women (18 Yrs. And above) - Col. ( 24),Rape (Sec. 376 IPC) - Girls (Below 18 yrs) - Col. ( 25),Attempt to Commit Rape (Sec. 376/511 IPC) - Attempt to Commit Rape (Col.27+Col.28) - Col. ( 26),Attempt to Commit Rape (Sec. 376/511 IPC) - Women (18 Yrs. And above) - Col. ( 27),Attempt to Commit Rape (Sec. 376/511 IPC) - Girls (Below 18 yrs) - Col. ( 28),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Assault on Women with Intent to Outrage her Modesty (Col.30+Col.31) - Col. ( 29),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Women (18 Yrs. And above) - Col. ( 30),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - Girls (Below 18 yrs) - Col. ( 31),Insult to the Modesty of Women (Sec. 509 IPC) - Insult to the Modesty of Women (Col.33+Col.34) - Col. ( 32),Insult to the Modesty of Women (Sec. 509 IPC) - Women (18 Yrs. And above) - Col. ( 33),Insult to the Modesty of Women (Sec. 509 IPC) - Girls (Below 18 yrs) - Col. ( 34),"Dowry Prohibition Act, 1961 - Col. ( 35)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Immoral Traffic (Prevention) Act, 1956 (Total) (Col. 37 to Col.41) - Col. ( 36)","Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Procuring, inducing Children for the sake of prostitution (Section 5) - Col. ( 37)",Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Detaining a person in premises where prostitution is carried on (Section 6) - Col. ( 38),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Prostitution in or in the vicinity of public places (Section 7) - Col. ( 39),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Seducing or soliciting for purpose of prostitution (Section 8) - Col. ( 40),Immoral Traffic (Prevention) Act 1956 (Women Victims cases only) - Other Sections under ITP Act - Col. ( 41),Protection of Women from Domestic Violence Act - Col. ( 42),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Cyber Crimes/Information Technology Act (Women Centric Crimes only) (Col.44+Col.45) - Col. ( 43),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Publishing or Transmitting of Sexually Explicit Material (Sec. 67A/67B (Girls) IT Act) - Col. ( 44),Cyber Crimes/Information Technology Act (Women Centric Crimes only) - Other Women Centric Cyber Crimes (Ex. Blackmailing/ Defamation/Morphing/ Fake Profile) - Col. ( 45),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Protection of Children from Sexual Violence Act (Girl Child Victims only) (Total) (Col.47 to Col.52) - Col. ( 46),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Child Rape (Sec. 4 & 6 of POCSO Act) / Sec. 376 IPC) - Col. ( 47),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Assault of Children (Sec. 8 & 10 of POCSO Act) / Sec. 354 IPC) - Col. ( 48),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Sexual Harassment (Sec. 12 of POCSO Act) / Sec. 509 IPC) - Col. ( 49),Protection of Children from Sexual Violence Act (Girl Child Victims only) - Use of Child for Pornography/Storing Child Pornography Material (Sec. 14 & 15 of POCSO Act) - Col. ( 50),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act (Sections 17 to 22) / Other offences of POCSO Act - Col. ( 51),Protection of Children from Sexual Violence Act (Girl Child Victims only) - POCSO Act r/w Section 377 IPC / Unnatural Offences - Col. ( 52),"Indecent Representation of Women (Prohibition) Act, 1986 - Col. ( 53)",Total Crime against Women (IPC+SLL) - Col. ( 54)
Total Districts,Total Districts,Total Districts,1,0,1,0,0,0,6,60,47,0,0,0,0,0,0,0,13,10,0,0,73,18,55,0,0,0,87,76,11,30,30,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,273
1,Gujarat,Ahmedabad City,1,2,38,3,5,2,616,168,124,0,1,39,1,38,0,0,4,2,0,0,104,104,0,0,0,0,151,138,13,2,2,0,0,12,0,0,10,2,0,0,3,3,0,343,295,41,6,1,0,0,0,1452
2,Gujarat,Ahmedabad Rural,0,0,5,0,0,0,14,20,3,0,0,16,0,16,0,0,1,0,0,0,11,11,0,0,0,0,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,66,5,0,0,0,0,0,136
3,Gujarat,Amreli,0,0,8,0,0,0,62,33,3,0,0,29,0,29,0,0,1,0,0,0,7,7,0,0,0,0,13,9,4,1,1,0,0,0,0,0,0,0,0,0,3,3,0,75,67,7,1,0,0,0,0,202
4,Gujarat,Anand,0,0,7,0,0,1,37,31,13,0,0,18,0,18,0,0,0,0,0,0,16,16,0,0,0,0,17,13,4,0,0,0,0,1,1,0,0,0,0,0,4,4,0,94,89,4,1,0,0,0,0,208
5,Gujarat,Arvalli,0,0,4,0,0,0,15,68,14,0,0,51,15,36,0,0,3,0,0,0,6,6,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,27,0,0,0,0,133
6,Gujarat,Banaskantha,0,0,0,0,0,0,49,44,9,0,0,30,12,18,0,0,5,1,0,0,38,38,0,0,0,0,18,18,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,72,54,9,0,9,0,0,0,224
7,Gujarat,Bharuch,0,0,2,0,0,0,35,29,23,0,0,5,0,5,0,0,1,0,0,0,7,7,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,68,3,31,0,0,0,0,192
8,Gujarat,Bhavnagar,0,0,13,0,0,0,82,34,13,0,0,21,1,20,0,0,0,0,0,0,22,22,0,0,0,0,21,20,1,2,2,0,0,1,0,1,0,0,0,0,2,2,0,68,60,3,3,0,2,0,0,245
9,Gujarat,Botad,0,0,4,0,0,0,11,9,3,0,0,6,1,5,0,0,0,0,0,0,4,4,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,39,34,5,0,0,0,0,0,75
10,Gujarat,Chhotaudepur,0,0,9,0,0,0,9,26,1,0,0,23,1,22,0,0,2,0,0,0,8,8,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,54,54,0,0,0,0,0,0,120
11,Gujarat,CID Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Gujarat,Dahod,0,0,12,0,0,0,4,86,8,0,0,74,3,71,0,0,4,0,0,0,20,20,0,0,0,0,19,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,104,98,6,0,0,0,0,0,246
13,Gujarat,Dang,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,15
14,Gujarat,Devbhumi Dwarka,0,0,4,0,0,0,40,8,1,0,0,7,0,7,0,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,17,15,2,0,0,0,0,0,79
15,Gujarat,Gandhinagar,0,1,11,0,0,0,42,37,4,0,0,30,16,14,0,0,3,0,0,0,10,10,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,67,5,0,0,0,0,0,188
16,Gujarat,Gir Somnath,1,0,4,0,0,0,15,18,2,0,0,16,0,16,0,0,0,0,0,0,16,16,0,0,0,0,7,5,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,26,18,8,0,0,0,0,0,90
17,Gujarat,Jamnagar,0,0,6,0,0,0,44,28,5,0,0,23,0,23,0,0,0,0,0,0,7,7,0,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,35,28,7,0,0,0,0,0,135
18,Gujarat,Junagadh,0,0,10,0,0,1,90,28,4,0,0,24,1,23,0,0,0,0,0,0,20,20,0,0,0,0,13,9,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,42,41,1,0,0,0,0,0,206
19,Gujarat,Kachchh East(G),0,2,7,0,0,0,49,64,15,1,0,47,0,47,0,0,1,0,0,0,13,13,0,0,0,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,18,5,0,0,0,0,0,175
20,Gujarat,Kachchh West(B),0,0,11,0,0,0,42,32,13,0,0,18,0,18,0,0,1,0,0,0,18,18,0,0,0,0,20,20,0,1,1,0,0,1,0,0,1,0,0,0,2,2,0,38,36,2,0,0,0,0,0,165
21,Gujarat,Kheda,0,0,16,0,0,0,54,42,0,0,0,36,0,36,0,0,6,0,0,0,19,19,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,60,6,0,0,0,0,0,216
22,Gujarat,Mahisagar,0,0,15,0,0,0,9,12,11,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,4,0,0,0,0,0,88
23,Gujarat,Mehsana,0,0,4,0,0,0,61,44,39,0,0,0,0,0,0,0,5,0,0,0,19,19,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,79,73,3,3,0,0,0,0,223
24,Gujarat,Morbi,5,0,5,0,0,0,8,25,4,0,0,20,0,20,0,0,1,0,0,0,8,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,41,35,6,0,0,0,0,0,100
25,Gujarat,Narmada,0,0,5,0,0,0,4,4,1,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,36,32,2,2,0,0,0,0,60
26,Gujarat,Navsari,0,0,0,0,0,0,16,9,3,0,0,6,0,6,0,0,0,0,0,0,6,6,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,0,0,0,0,0,55
27,Gujarat,Panchmahal,1,0,17,0,0,0,33,46,8,0,0,38,0,38,0,0,0,0,0,0,16,16,0,0,0,0,13,13,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,88,88,0,0,0,0,0,0,216
28,Gujarat,Patan,0,0,6,0,0,0,24,12,8,0,0,3,0,3,0,0,1,0,0,0,10,10,0,0,0,0,20,20,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,56,55,1,0,0,0,0,0,131
29,Gujarat,Porbandar,0,0,2,0,0,0,9,12,2,0,1,8,0,8,0,0,1,0,0,0,6,6,0,1,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,19,19,0,0,0,0,0,0,62
30,Gujarat,Rajkot City,0,1,20,0,0,0,151,30,14,0,0,16,16,0,0,0,0,0,0,0,29,29,0,0,0,0,21,21,0,0,0,0,0,9,0,9,0,0,0,0,2,2,0,82,75,5,2,0,0,0,0,345
31,Gujarat,Rajkot Rural,0,0,10,0,0,0,85,24,1,0,0,22,0,22,0,0,1,0,0,0,10,10,0,0,0,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,3,0,0,0,0,0,200
32,Gujarat,Sabarkantha,1,0,6,0,0,0,42,28,8,0,0,19,13,6,0,0,1,0,0,0,14,14,0,0,0,0,37,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,1,4,1,0,0,0,186
33,Gujarat,Surat City,2,2,22,0,0,0,274,168,167,0,0,0,0,0,0,0,1,1,0,0,52,52,0,0,0,0,61,61,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,212,150,58,4,0,0,0,0,797
34,Gujarat,Surat Rural,1,0,5,0,0,0,25,30,13,0,0,16,0,16,0,0,1,0,0,0,21,21,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,68,64,4,0,0,0,0,0,162
35,Gujarat,Surendranagar,0,0,10,0,0,0,8,23,0,0,0,23,0,23,0,0,0,0,0,0,13,13,0,0,0,0,11,7,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,57,57,0,0,0,0,0,0,123
36,Gujarat,Tapi,0,0,0,1,0,0,3,3,1,0,0,2,0,2,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,18
37,Gujarat,Vadodara City,0,1,5,1,0,0,70,18,10,0,0,6,0,6,1,0,1,1,0,0,18,18,0,0,0,0,31,31,0,0,0,0,0,3,0,1,2,0,0,0,3,3,0,67,44,17,6,0,0,0,0,218
38,Gujarat,Vadodara Rural,0,0,6,0,0,0,24,20,8,0,0,12,0,12,0,0,0,0,0,0,16,16,0,0,0,0,17,11,6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,48,47,0,0,1,0,0,0,133
39,Gujarat,Valsad,0,1,4,0,0,0,7,17,14,0,0,3,0,3,0,0,0,0,0,0,10,10,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,37,36,1,0,0,0,0,0,82
40,Gujarat,W.Rly Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
41,Gujarat,W.Rly Vadodara,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,10
42,Gujarat,Cyber Ahmedabad Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,2,0,0,0,0,11
43,Gujarat,Cyber Bhavnagar Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Gujarat,Cyber Border Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Gujarat,Cyber Gandhinagar Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,Gujarat,Cyber Junagadh Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
47,Gujarat,Cyber Panchmahal Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Gujarat,Cyber Rajkot Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
49,Gujarat,Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
50,Gujarat,Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Districts,Total Districts,Total Districts,12,10,314,5,5,4,2166,1334,573,1,2,711,80,631,1,0,46,5,0,0,610,610,0,2,0,2,693,625,68,17,16,1,1,38,1,13,13,4,7,1,53,43,10,2461,2127,228,92,12,2,0,0,7731
1,Haryana,Ambala,0,9,9,1,0,0,327,140,0,0,0,47,47,0,49,0,44,2,0,0,83,83,0,0,0,0,118,118,0,11,11,0,0,2,2,0,0,0,0,0,2,0,2,113,59,26,28,0,0,0,0,817
2,Haryana,Bhiwani,0,8,8,0,0,0,420,60,0,0,0,32,28,4,26,0,2,0,0,0,57,57,0,19,19,0,105,105,0,8,8,0,0,1,0,0,1,0,0,0,2,1,1,83,43,34,4,0,1,1,0,771
3,Haryana,Faridabad,3,26,14,0,0,0,408,372,175,0,0,37,32,5,155,0,5,1,0,0,159,159,0,14,14,0,109,109,0,16,16,0,1,0,0,0,0,0,0,0,6,6,0,188,125,58,5,0,0,0,0,1317
4,Haryana,Fatehabad,0,3,6,0,0,0,125,59,1,0,0,30,2,28,21,0,7,0,0,0,43,43,0,4,4,0,71,71,0,7,7,0,0,1,0,0,0,0,1,0,1,0,1,68,34,34,0,0,0,0,0,388
5,Haryana,GRP,1,6,4,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
6,Haryana,Gurugram,1,15,9,0,0,0,458,225,76,0,1,69,23,46,67,0,12,1,0,0,191,191,0,4,4,0,207,207,0,68,68,0,3,4,0,0,4,0,0,0,14,14,0,160,107,30,22,0,1,0,0,1360
7,Haryana,Hissar,0,4,7,0,0,0,287,88,0,0,0,13,13,0,71,0,4,0,0,0,106,106,0,0,0,0,283,283,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,127,63,39,23,0,2,0,0,935
8,Haryana,Jhajjar,0,17,6,1,0,0,294,109,0,0,0,25,14,11,29,0,55,0,0,0,50,50,0,14,14,0,76,76,0,19,19,0,0,3,3,0,0,0,0,0,5,5,0,66,41,10,12,0,3,0,0,660
9,Haryana,Jind,0,11,10,0,0,0,207,90,0,0,0,50,50,0,34,0,6,0,0,0,47,47,0,12,12,0,84,84,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,85,48,29,5,0,3,0,0,551
10,Haryana,Kaithal,2,6,8,2,1,0,132,156,0,0,0,83,83,0,45,0,28,1,0,0,44,44,0,3,3,0,72,72,0,2,2,0,0,1,0,0,0,0,1,0,5,4,1,49,30,11,7,0,1,0,0,484
11,Haryana,Karnal,1,19,15,4,2,0,341,133,2,0,1,44,44,0,67,0,19,0,0,0,128,128,0,42,42,0,177,177,0,32,32,0,2,3,0,0,0,0,3,1,8,8,0,143,99,35,8,1,0,0,0,1051
12,Haryana,Kurukshetra,0,3,11,1,0,0,297,148,0,0,0,98,45,53,0,0,50,0,0,0,93,93,0,18,18,0,176,176,0,9,9,0,2,3,0,0,0,0,3,0,0,0,0,92,52,40,0,0,0,0,0,853
13,Haryana,Mahendergarh,0,7,3,0,0,0,95,42,1,0,0,16,16,0,20,0,5,0,0,0,39,39,0,1,1,0,67,67,0,13,13,0,0,5,1,1,3,0,0,0,5,5,0,41,21,16,2,0,2,0,0,318
14,Haryana,Nuh,0,11,1,0,0,0,93,88,1,0,0,33,5,28,33,0,21,1,0,0,71,71,0,9,9,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,78,58,19,1,0,0,0,0,428
15,Haryana,Palwal,0,22,26,2,2,0,218,107,8,2,0,33,33,0,59,0,5,0,0,0,64,64,0,18,18,0,178,178,0,7,7,0,2,0,0,0,0,0,0,0,7,7,0,110,60,42,6,0,2,0,0,763
16,Haryana,Panchkula,0,1,3,1,0,0,130,87,0,0,0,4,0,4,18,0,65,0,0,0,40,40,0,7,7,0,62,62,0,9,9,0,0,2,2,0,0,0,0,0,5,1,4,51,42,5,3,0,1,0,0,398
17,Haryana,Panipat,0,6,6,0,0,0,384,421,1,0,0,215,128,87,35,0,170,0,0,0,108,108,0,12,12,0,188,188,0,18,18,0,2,0,0,0,0,0,0,0,5,3,2,121,75,34,12,0,0,0,0,1271
18,Haryana,Rewari,0,10,10,0,0,0,203,62,11,0,0,26,16,10,22,0,3,0,0,0,49,49,0,3,3,0,73,73,0,15,15,0,0,5,0,0,0,0,5,0,0,0,0,74,50,24,0,0,0,0,0,504
19,Haryana,Rohtak,0,9,8,0,0,0,251,119,0,0,0,19,19,0,14,0,86,0,0,0,78,78,0,13,13,0,133,133,0,5,5,0,1,0,0,0,0,0,0,0,7,3,4,84,43,28,13,0,0,0,0,708
20,Haryana,Sirsa,0,5,6,0,1,0,287,107,0,0,0,33,33,0,70,0,4,1,0,0,64,64,0,7,7,0,75,75,0,9,9,0,0,1,0,1,0,0,0,0,2,2,0,79,45,31,0,0,3,0,0,644
21,Haryana,Sonipat,0,16,8,1,0,0,383,233,0,0,0,53,53,0,57,0,123,1,0,0,130,130,0,25,25,0,220,220,0,10,10,0,0,0,0,0,0,0,0,0,1,1,0,89,53,36,0,0,0,0,0,1117
22,Haryana,Yamunanagar,0,11,15,1,0,0,346,162,0,0,0,72,47,25,0,0,90,2,0,0,105,105,0,17,17,0,84,84,0,9,9,0,0,0,0,0,0,0,0,0,8,8,0,113,78,31,4,0,0,0,0,873
23,Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Haryana,Charkhi Dadri,0,5,3,0,0,0,88,19,0,0,0,2,2,0,12,0,5,0,0,0,16,16,0,8,8,0,35,35,0,10,10,0,0,2,0,0,0,0,2,0,1,1,0,35,19,10,6,0,0,0,0,222
25,Haryana,Hansi,0,4,6,0,0,0,109,21,0,0,0,6,6,0,13,0,2,0,0,0,22,22,0,5,4,1,61,61,0,7,7,0,4,0,0,0,0,0,0,0,3,2,1,43,19,19,5,0,0,0,0,285
Total Districts,Total Districts,Total Districts,8,234,202,14,6,0,5883,3050,276,2,2,1041,739,302,918,0,811,10,0,0,1787,1787,0,255,254,1,2739,2739,0,322,322,0,17,33,8,2,8,0,15,1,90,71,19,2092,1264,641,166,1,19,1,0,16743
1,Himachal Pradesh,Baddi,0,0,3,0,0,0,11,16,15,1,0,0,0,0,0,0,0,0,0,0,36,12,24,0,0,0,22,15,7,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,91
2,Himachal Pradesh,Bilaspur,0,0,7,0,0,0,18,19,18,0,0,1,1,0,0,0,0,0,0,0,13,5,8,1,1,0,32,29,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
3,Himachal Pradesh,Chamba,0,0,1,0,0,0,16,23,0,0,0,23,2,21,0,0,0,0,0,0,25,9,16,0,0,0,32,29,3,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,102
4,Himachal Pradesh,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Himachal Pradesh,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Himachal Pradesh,Hamirpur,0,0,4,0,0,0,13,19,0,0,0,19,2,17,0,0,0,0,0,0,6,2,4,1,1,0,41,39,2,12,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,99
7,Himachal Pradesh,Kangra,0,1,15,0,0,0,38,53,46,0,0,5,2,3,1,0,1,0,0,0,53,31,22,5,2,3,101,85,16,12,12,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2,0,0,0,0,0,283
8,Himachal Pradesh,Kinnaur,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,7,0,0,0,11,3,8,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,34
9,Himachal Pradesh,Kullu,0,0,0,0,0,0,5,31,29,0,0,0,0,0,0,0,2,0,0,0,30,12,18,1,0,1,31,26,5,10,10,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,111
10,Himachal Pradesh,Lahaul & Spiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11,Himachal Pradesh,Mandi,0,0,10,0,0,0,29,35,0,0,0,35,3,32,0,0,0,0,0,0,57,24,33,1,1,0,75,61,14,11,11,0,0,0,0,0,0,0,0,0,6,6,0,2,0,2,0,0,0,0,0,226
12,Himachal Pradesh,Shimla,0,0,1,0,0,0,14,37,0,0,0,37,0,37,0,0,0,0,0,0,38,14,24,0,0,0,46,40,6,10,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147
13,Himachal Pradesh,Sirmaur,2,0,3,0,0,0,21,27,22,0,0,4,3,1,0,0,1,0,0,0,48,21,27,0,0,0,54,42,12,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,159
14,Himachal Pradesh,Solan,0,0,2,0,0,0,4,35,34,0,0,1,1,0,0,0,0,0,0,0,17,6,11,0,0,0,19,10,9,4,4,0,0,1,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,86
15,Himachal Pradesh,Una,0,0,8,0,0,0,24,21,16,0,0,5,1,4,0,0,0,0,0,0,24,6,18,0,0,0,31,23,8,5,5,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,116
